census_tract_id_2010,violations_per_household,year
39061000200,1.1363636363636365,2022
39061000700,20.775,2022
39061000900,81.46153846153848,2022
39061001000,32.03174603174602,2022
39061001100,36.90909090909091,2022
39061001600,218.47826086956522,2022
39061001700,114.02564102564101,2022
39061001800,114.46428571428572,2022
39061001900,19.432692307692303,2022
39061002000,9.197278911564624,2022
39061002200,73.70149253731343,2022
39061002300,32.55405405405405,2022
39061002500,16.44396551724138,2022
39061002600,78.06896551724138,2022
39061002700,61.907692307692294,2022
39061002800,172.1428571428571,2022
39061002900,10.210204081632652,2022
39061003000,25.16071428571428,2022
39061003200,25.215384615384615,2022
39061003300,40,2022
39061003600,29.173076923076927,2022
39061003700,40.828571428571436,2022
39061003800,62.85981308411214,2022
39061003900,173.12195121951217,2022
39061004000,31.722772277227715,2022
39061004100,59.73076923076923,2022
39061004200,11.873333333333335,2022
39061004500,12.873563218390807,2022
39061004602,11.330677290836654,2022
39061004603,15.120879120879117,2022
39061004604,8.08300395256917,2022
39061004605,4.332129963898916,2022
39061004701,10.485714285714288,2022
39061004702,62.58823529411765,2022
39061004800,12.546666666666669,2022
39061004900,10.363636363636367,2022
39061005000,15.974576271186445,2022
39061005100,8.556962025316455,2022
39061005200,19.85393258426966,2022
39061005301,7.042307692307692,2022
39061005302,2.9672131147540983,2022
39061005400,2.9106529209621983,2022
39061005500,33.37113402061855,2022
39061005600,127.6,2022
39061005701,14.264285714285714,2022
39061005702,25.604316546762586,2022
39061005800,64.22916666666667,2022
39061005900,5.510791366906474,2022
39061006000,76.47706422018351,2022
39061006100,222.45454545454544,2022
39061006300,63.535714285714285,2022
39061006400,79.77631578947368,2022
39061006500,57.20270270270271,2022
39061006600,12.577836411609502,2022
39061006800,41.14857142857144,2022
39061006900,50.80246913580246,2022
39061007000,22.849206349206344,2022
39061007100,6.339055793991418,2022
39061007200,9.209790209790212,2022
39061007300,38.395604395604394,2022
39061007400,135.5185185185185,2022
39061007500,14.963768115942031,2022
39061007700,18.2219512195122,2022
39061007800,173.7297297297297,2022
39061007900,21.34,2022
39061008000,17.215613382899626,2022
39061008100,6.753462603878117,2022
39061008201,41.07453416149067,2022
39061008202,44.21551724137932,2022
39061008300,23.948051948051944,2022
39061008400,8.89655172413793,2022
39061008501,6.577720207253886,2022
39061008502,2.2965116279069777,2022
39061008601,201.96078431372553,2022
39061008800,28.3574297188755,2022
39061009200,45.824561403508774,2022
39061009300,187.53448275862073,2022
39061009400,225.69444444444446,2022
39061009500,166.55555555555551,2022
39061009600,66.7639751552795,2022
39061009700,114.50476190476189,2022
39061009800,41.472868217054256,2022
39061009901,26.067796610169484,2022
39061009902,70.3,2022
39061010002,29.8,2022
39061010003,18.8125,2022
39061010004,2.488805970149253,2022
39061010005,4.026894865525671,2022
39061010100,13.329192546583853,2022
39061010201,44.66666666666665,2022
39061010202,22.918181818181814,2022
39061010300,77.82417582417581,2022
39061010400,24.641975308641978,2022
39061010500,37.375,2022
39061010600,27.52380952380953,2022
39061010700,24.825,2022
39061010800,1.9653979238754324,2022
39061010900,16.362318840579704,2022
39061011000,29.570512820512818,2022
39061011100,20.3875,2022
39061020401,0.27027027027027034,2022
39061020403,2.107806691449814,2022
39061020404,2.1769911504424786,2022
39061020501,0.14634146341463417,2022
39061020502,0.3333333333333332,2022
39061020504,0.11363636363636362,2022
39061020505,0.168141592920354,2022
39061020601,1.2216748768472905,2022
39061020602,1.8304498269896197,2022
39061020701,0.30366492146596863,2022
39061020705,0.08146067415730339,2022
39061020707,0.1711711711711712,2022
39061020741,0.046218487394958,2022
39061020742,0.23684210526315788,2022
39061020761,0.28169014084507044,2022
39061020762,0.18390804597701152,2022
39061020802,3.649635036496351,2022
39061020811,4.198275862068964,2022
39061020812,0.4194630872483222,2022
39061020901,3.0481927710843384,2022
39061020902,0.7613636363636365,2022
39061021001,2.0191387559808613,2022
39061021002,0.7183673469387755,2022
39061021003,3.2272727272727275,2022
39061021101,2.3577586206896544,2022
39061021102,2.5328947368421053,2022
39061021201,1.2282608695652175,2022
39061021202,2.2635658914728682,2022
39061021302,0.10389610389610392,2022
39061021303,0.13333333333333336,2022
39061021304,0.15833333333333338,2022
39061021401,0.6712802768166088,2022
39061021421,0.10270270270270272,2022
39061021422,0.1692307692307692,2022
39061021501,0.0217391304347826,2022
39061021504,96.55555555555554,2022
39061021505,42.895161290322584,2022
39061021506,75.67142857142856,2022
39061021508,0.4639175257731959,2022
39061021509,0.45569620253164556,2022
39061021571,22.640845070422536,2022
39061021572,29.55778894472362,2022
39061021602,0.23423423423423426,2022
39061021603,0.21000000000000002,2022
39061021604,0.9682539682539681,2022
39061021701,0.021897810218978103,2022
39061021702,0.021929824561403508,2022
39061021801,0.5203252032520326,2022
39061021802,0.3838383838383838,2022
39061021900,1.0508474576271185,2022
39061022000,0.09433962264150945,2022
39061022101,0.33862433862433855,2022
39061022102,0.8990825688073393,2022
39061022200,0.9621212121212123,2022
39061022301,0.047244094488188976,2022
39061022302,12.854368932038835,2022
39061022500,0.04608294930875577,2022
39061022601,0.2587412587412587,2022
39061022602,3.4864864864864864,2022
39061022700,0.13235294117647065,2022
39061023001,0.07853403141361259,2022
39061023002,0.256198347107438,2022
39061023100,0.0693069306930693,2022
39061023201,2.973684210526317,2022
39061023210,0.3529411764705882,2022
39061023222,0.011299435028248588,2022
39061023300,0.7307692307692306,2022
39061023400,1.7176470588235293,2022
39061023501,3.5116279069767438,2022
39061023521,15.195652173913045,2022
39061023522,20.32903225806451,2022
39061023600,16.973684210526308,2022
39061023701,1.0481927710843373,2022
39061023702,0.2884615384615384,2022
39061023800,0.7672413793103449,2022
39061023901,0.2875816993464053,2022
39061023902,0.022900763358778626,2022
39061024001,20.422222222222214,2022
39061024002,1.7383512544802868,2022
39061024100,0.029126213592233007,2022
39061024200,5.27922077922078,2022
39061024301,0.09523809523809522,2022
39061024303,0.18713450292397657,2022
39061024321,0.21904761904761907,2022
39061024322,0.22388059701492538,2022
39061024400,5.9750000000000005,2022
39061024700,0.05172413793103448,2022
39061024800,4.548387096774195,2022
39061024901,1.3076923076923075,2022
39061024902,0.33116883116883117,2022
39061025001,0.35,2022
39061025002,0.25221238938053103,2022
39061025101,0.171875,2022
39061025102,0.34848484848484856,2022
39061025103,0.2288135593220339,2022
39061025104,0.5555555555555556,2022
39061025200,6.190476190476191,2022
39061025300,3.189873417721519,2022
39061025401,2.767441860465117,2022
39061025402,6.555555555555554,2022
39061025500,6.338709677419355,2022
39061025600,4.258064516129031,2022
39061025700,0.5319148936170214,2022
39061025800,0.202247191011236,2022
39061026001,3.2427184466019416,2022
39061026002,0.3741496598639456,2022
39061026101,0.2533333333333333,2022
39061026102,0.8023255813953487,2022
39061026200,0.2844827586206897,2022
39061026300,223.34782608695656,2022
39061026400,42.088888888888896,2022
39061026500,8.82926829268293,2022
39061026600,111.23809523809524,2022
39061026700,182.25,2022
39061026800,15.873417721518988,2022
39061026900,61.843537414965986,2022
39061027000,108.74736842105264,2022
39061027100,26.715686274509796,2022
39061027200,120.71875,2022
39061027300,0.4222222222222223,2022
39061027400,0.16666666666666666,2022
39061022400,0,2022
